Best romantic vacation ever!!!!	Translation	Positive	Negative	EmotionRationale
Jamie Carter	Jamie Carter	1	-1	 Jamie[0] Carter[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Beautiful facility	Beautiful facility	3	-1	 Beautiful[2] facility[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Annual Reunion of Viet Nam Vets from A Troop 1/9th Cavalry, 1st Cavalry Division 1967 through 1969	Annual Reunion of Viet Nam Vets from A Troop 1/9th Cavalry, 1st Cavalry Division 1967 through 1969	1	-2	 Annual[0] Reunion[0] of[0] Viet[0] Nam[0] Vets[0] from[0] A[0] Troop[0] 1/9th[0] Cavalry[0] 1st[0] Cavalry[0] Division[-1] 1967[0] through[0] 1969[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Great accommodations	Great accommodations	3	-1	 Great[2] accommodations[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Great room.	Great room.	3	-1	 Great[2] room[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Convenient for my purposes	Convenient for my purposes	1	-1	 Convenient[0] for[0] my[0] purposes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Fantastic hotel	Fantastic hotel	3	-1	 Fantastic[2] hotel[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Don't get a wake up call!	Don't get a wake up call!	1	-1	 Don't[0] get[0] a[0] wake[0] up[0] call[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Very good	Very good	3	-1	 Very[0] good[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Best Hotel in Boise	Best Hotel in Boise	2	-1	 Best[1] Hotel[0] in[0] Boise[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Winter Oasis	Winter Oasis	1	-1	 Winter[0] Oasis[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Very impressed	Very impressed	3	-1	 Very[0] impressed[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Awesome stay	Awesome stay	3	-1	 Awesome[2] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Visit to Boise	Visit to Boise	1	-1	 Visit[0] to[0] Boise[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Luxury and Perks at an Affordable Price	Luxury and Perks at an Affordable Price	1	-1	 Luxury[0] and[0] Perks[0] at[0] an[0] Affordable[0] Price[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Wonderful hotel!	Wonderful hotel!	3	-1	 Wonderful[2] hotel[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Quality Inn and Suites in Ashland, Virginia - a great place to stay	Quality In and Suites in Ashland, Virginia - a great place to stay	3	-1	 Quality[0] Inn/In[0] and[0] Suites[0] in[0] Ashland[0] Virginia[0] a[0] great[2] place[0] to[0] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Wonderful stay!!	Wonderful stay!	3	-1	 Wonderful[2] stay[0][+0.6 EmphasisInPunctuation] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Rude an disrespectful an scammerssss	Rude an disrespectful an scammerss	2	-3	 Rude[-2] an[0] disrespectful[0] an[0] scammerssss/scammerss[0][+0.6 MultipleLetters] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
A Blast from the Past	A Blast from the Past	1	-1	 A[0] Blast[0] from[0] the[0] Past[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Mayberry Motor Inn was perfect	Mayberry Motor In was perfect	2	-1	 Mayberry[0] Motor[0] Inn/In[0] was[0] perfect[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Traditional Motel, Unusually Clean and Comfortable	Traditional Motel, Unusually Clean and Comfortable	2	-1	 Traditional[0] Motel[0] Unusually[0] Clean[0] and[0] Comfortable[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Good Hotel	Good Hotel	2	-1	 Good[1] Hotel[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
simply AWFUL.	simply AWFUL.	1	-4	 simply[0] AWFUL[-3] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
Difficult to fault	Difficult to fault	1	-2	 Difficult[-1] to[0] fault[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
loved the kitchen in the room!!!!	loved the kitchen in the room!	4	-1	 loved[3] the[0] kitchen[0] in[0] the[0] room[0][+0.6 EmphasisInPunctuation] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Too poor service for the price	Too poor service for the price	1	-2	 Too[0] poor[-1] service[0] for[0] the[0] price[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Great stay and great staff!	Great stay and great staff!	3	-1	 Great[2] stay[0] and[0] great[2] staff[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Quick stay	Quick stay	1	-1	 Quick[0] stay[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Location and Service	Location and Service	1	-1	 Location[0] and[0] Service[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Very very good	Very very good	3	-1	 Very[0] very[0] good[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Overnight Stay	Overnight Stay	1	-1	 Overnight[0] Stay[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
A Night at Hilton in Tallahassee, FL	A Night at Hilton in Tallahassee, FL	1	-1	 A[0] Night[0] at[0] Hilton[0] in[0] Tallahassee[0] FL[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4 Happy Customers!!!	4 Happy Customers!	2	-1	 4[0] Happy[1] Customers[0][+0.6 EmphasisInPunctuation] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
One night visit	One night visit	1	-1	 One[0] night[0] visit[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Highly Satisfied	Highly Satisfied	2	-1	 Highly[0] Satisfied[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Over Priced and Dirty Bedding	Over Priced and Dirty Bedding	1	-2	 Over[0] Priced[0] and[0] Dirty[-1] Bedding[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
No problems vacation	No problems vacation	1	-2	 No[0] problems[-1] vacation[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Brand Spanking New!	Brand Spanking New!	1	-1	 Brand[0] Spanking[0] New[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Exellent	Exellent	1	-1	 Exellent[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
It's Ok	It's Ok	1	-1	 It's[0] Ok[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Best customer service	Best customer service	2	-1	 Best[1] customer[0] service[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Great staff	Great staff	3	-1	 Great[2] staff[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Excellent place	Excellent place	4	-1	 Excellent[3] place[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Very Nice...	Very Nice.	3	-1	 Very[0] Nice[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
A Pleasant Stay!	A Pleasant Stay!	3	-1	 A[0] Pleasant[2] Stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Friendly and caring staff!	Friendly and caring staff!	3	-1	 Friendly[1] and[0] caring[2] staff[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Nice enough, but missing a crucial element for business travelers	Nice enough, but missing a crucial element for business travelers	2	-1	 Nice[1] enough[0] but[0] missing[0] a[0] crucial[0] element[0] for[0] business[0] travelers[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Elegant and roomy	Elegant and roomy	2	-1	 Elegant[1] and[0] roomy[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Everything you need to make an extended stay more comfortable!	Everything you need to make an extended stay more comfortable!	2	-1	 Everything[0] you[0] need[0] to[0] make[0] an[0] extended[0] stay[0] more[0] comfortable[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Great place!	Great place!	3	-1	 Great[2] place[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
I Got The Rest I Needed	I Got The Rest I Needed	1	-1	 I[0] Got[0] The[0] Rest[0] I[0] Needed[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
The best	The best	2	-1	 The[0] best[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Vacation trip going home	Vacation trip going home	1	-1	 Vacation[0] trip[0] going[0] home[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Comfortable stay.	Comfortable stay.	2	-1	 Comfortable[1] stay[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
stay in Bowling Green	stay in Bowling Green	1	-1	 stay[0] in[0] Bowling[0] Green[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Vacation	Vacation	1	-1	 Vacation[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Dirty AC-Worn out mattress	Dirty AC-Worn out mattress	1	-2	 Dirty[-1] AC[0] Worn[-1] out[0] mattress[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Wow! Excellent stay that exceeded expectations!	Wow!<br> Excellent stay that exceeded expectations!	4	-1	 Wow[2] [[Sentence=-1,3=word max, 1-5]] Excellent[3] stay[0] that[0] exceeded[0] expectations[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Different is better!	Different is better!	1	-1	 Different[0] is[0] better[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Location and friendly staff	Location and friendly staff	2	-1	 Location[0] and[0] friendly[1] staff[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
A mini home away from home	A mini home away from home	1	-1	 A[0] mini[0] home[0] away[0] from[0] home[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
A nice hotel	A nice hotel	2	-1	 A[0] nice[1] hotel[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Very pleased, very nice room/bed, staff simply great!	Very pleased, very nice room/bed, staff simply great!	3	-1	 Very[0] pleased[1][1 LastWordBoosterStrength] very[0] nice[1][1 LastWordBoosterStrength] room/bed[0] staff[0] simply[0] great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Good stay	Good stay	2	-1	 Good[1] stay[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Great location	Great location	3	-1	 Great[2] location[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Some great, some bad	Some great, some bad	2	-1	 Some[0] great[2][-1 LastWordBoosterStrength] some[0] bad[-1][--1 LastWordBoosterStrength] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Clean, quiet, and friendly	Clean, quiet, and friendly	2	-1	 Clean[0] quiet[0] and[0] friendly[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
this is a no frills efficient motel	this is a no frills efficient motel	1	-1	 this[0] is[0] a[0] no[0] frills[0] efficient[0] motel[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Good for Price.	Good for Price.	2	-1	 Good[1] for[0] Price[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Would stay again	Would stay again	1	-1	 Would[0] stay[0] again[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Clean comfortable room, but not at all fancy	Clean comfortable room, but not at all fancy	2	-1	 Clean[0] comfortable[1] room[0] but[0] not[0] at[0] all[0] fancy[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Clean Comfortable and Cheap!	Clean Comfortable and Cheap!	2	-2	 Clean[0] Comfortable[1] and[0] Cheap[-1] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Clean motel	Clean motel	1	-1	 Clean[0] motel[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
One night	One night	1	-1	 One[0] night[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Very nice rooms	Very nice rooms	3	-1	 Very[0] nice[1][1 LastWordBoosterStrength] rooms[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Lived up to great review	Lived up to great review	3	-1	 Lived[0] up[0] to[0] great[2] review[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Excellent	Excellent	4	-1	 Excellent[3] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
A good location for Acadia national park visit	A good location for Acadia national park visit	2	-1	 A[0] good[1] location[0] for[0] Acadia[0] national[0] park[0] visit[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
A great spot	A great spot	3	-1	 A[0] great[2] spot[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Acadia NationalPark	Acadia NationalPark	1	-1	 Acadia[0] NationalPark[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
A Place to Go Back To	A Place to Go Back To	1	-1	 A[0] Place[0] to[0] Go[0] Back[0] To[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Should Have Spent 30 More	Should Have Spent 30 More	1	-1	 Should[0] Have[0] Spent[0] 30[0] More[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
It served its purpose	It served its purpose	1	-1	 It[0] served[0] its[0] purpose[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Nice place in Bar Harbor	Nice place in Bar Harbor	2	-1	 Nice[1] place[0] in[0] Bar[0] Harbor[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
A Great Place To Stay!!	A Great Place To Stay!	3	-1	 A[0] Great[2] Place[0] To[0] Stay[0][+0.6 EmphasisInPunctuation] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Excellent	Excellent	4	-1	 Excellent[3] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Great Family Spot	Great Family Spot	3	-1	 Great[2] Family[0] Spot[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Labor Day vacation on Mount Desert Island	Labor Day vacation on Mount Desert Island	1	-1	 Labor[0] Day[0] vacation[0] on[0] Mount[0] Desert[0] Island[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Best stay possible- loved it	Best stay possible- loved it	4	-1	 Best[1] stay[0] possible[0] loved[3] it[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Always a pleasure	Always a pleasure	3	-1	 Always[0] a[0] pleasure[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Quaint and creaky old hotel	Quaint and creaky old hotel	1	-1	 Quaint[0] and[0] creaky[0] old[0] hotel[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Nice for a couple of days	Nice for a couple of days	2	-1	 Nice[1] for[0] a[0] couple[0] of[0] days[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Nice place	Nice place	2	-1	 Nice[1] place[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Good Job Team ABV...	Good Job Team ABV.	2	-1	 Good[1] Job[0] Team[0] ABV[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
good room and sevice at fair price	good room and sevice at fair price	2	-1	 good[1] room[0] and[0] sevice[0] at[0] fair[0] price[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Fine as a last resort...	Fine as a last resort.	3	-1	 Fine[2] as[0] a[0] last[0] resort[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Illinios Trip	Illinios Trip	1	-1	 Illinios[0] Trip[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
convenient overnight stop	convenient overnight stop	1	-1	 convenient[0] overnight[0] stop[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Heading to Texas	Heading to Texas	1	-1	 Heading[0] to[0] Texas[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
It was ok	It was ok	1	-1	 It[0] was[0] ok[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Needs updated but very pleasant	Needs updated but very pleasant	4	-1	 Needs[0] updated[0] but[0] very[0] pleasant[2][1 LastWordBoosterStrength] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Relaxing	Relaxing	3	-1	 Relaxing[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Average place to stay	Average place to stay	1	-1	 Average[0] place[0] to[0] stay[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Great stay	Great stay	3	-1	 Great[2] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Great service!	Great service!	3	-1	 Great[2] service[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Worst customer service from front desk	Worst customer service from front desk	1	-3	 Worst[-2] customer[0] service[0] from[0] front[0] desk[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
disgusting	disgusting	1	-4	 disgusting[-3] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
Don't judge a book......	Don't judge a book.	1	-1	 Don't[0] judge[0] a[0] book[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
great stay	great stay	3	-1	 great[2] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Poor reservation help!	Poor reservation help!	1	-2	 Poor[-1] reservation[0] help[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Solid	Solid	1	-1	 Solid[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Nice hotel	Nice hotel	2	-1	 Nice[1] hotel[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Bad first impression	Bad first impression	1	-2	 Bad[-1] first[0] impression[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
BW PEORIA	BW PEORIA	1	-1	 BW[0] PEORIA[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Can't beat the location	Can't beat the location	1	-1	 Can't[0] beat[0] the[0] location[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Return customer	Return customer	1	-1	 Return[0] customer[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Soooo Disappointing	Soo Disappointing	2	-2	 Soooo/Soo[0][+0.6 MultipleLetters] Disappointing[-1] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Good Stay	Good Stay	2	-1	 Good[1] Stay[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Business trip	Business trip	1	-1	 Business[0] trip[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Last minute visit with friends	Last minute visit with friends	2	-1	 Last[0] minute[0] visit[0] with[0] friends[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Awesome	Awesome	3	-1	 Awesome[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Nice Clean Place To Stay	Nice Clean Place To Stay	2	-1	 Nice[1] Clean[0] Place[0] To[0] Stay[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Paradise	Paradise	4	-1	 Paradise[3] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
must do if you are in the area	must do if you are in the area	1	-1	 must[0] do[0] if[0] you[0] are[0] in[0] the[0] area[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
As Expected: Exceptional and Memorable	As Expected: Exceptional and Memorable	1	-1	 As[0] Expected[0] Exceptional[0] and[0] Memorable[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Dated but still 5 stars	Dated but still 5 stars	1	-1	 Dated[0] but[0] still[0] 5[0] stars[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Springhill suites marriot	Springhill suites marriot	1	-1	 Springhill[0] suites[0] marriot[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Close to airport	Close to airport	1	-1	 Close[0] to[0] airport[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Great stay--went above and beyond	Great stay-went above and beyond	3	-1	 Great[2] stay[0] went[0] above[0] and[0] beyond[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Excellent and no compliant	Excellent and no compliant	4	-1	 Excellent[3] and[0] no[0] compliant[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Really good, and then not so good	Really good, and then not so good	3	-2	 Really[0] good[1][1 LastWordBoosterStrength] and[0] then[0] not[0] so[0] good[1][NegatedDueToPreviousWord] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
Good experience	Good experience	2	-1	 Good[1] experience[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
No breakfast. Slippery floor around pool	No breakfast.<br> Slippery floor around pool	1	-1	 No[0] breakfast[0] [[Sentence=-1,1=word max, 1-5]] Slippery[0] floor[0] around[0] pool[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Motel not Hotel	Motel not Hotel	1	-1	 Motel[0] not[0] Hotel[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
